Name,Brand,Price,Image_url,Product_url
Grey Slim Fit Check Suit: Jacket,,"[{'Date': 'January 2020', 'Price': '£74.00'}, {'Date': 'June 2020', 'Price': '£37.00'}, {'Date': 'July 2020', 'Price': '£25.00'}, {'Date': 'August 2020', 'Price': '£15.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/606921.jpg,
Grey Slim Fit Check Suit: Trousers,,"[{'Date': 'January 2020', 'Price': '£35.00'}, {'Date': 'June 2020', 'Price': '£17.50'}, {'Date': 'July 2020', 'Price': '£11.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/610011.jpg,
Washed Black Slim Fit Super Stretch Denim Shorts,,"[{'Date': 'February 2020', 'Price': '£24.00'}, {'Date': 'September 2020', 'Price': '£12.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/203806.jpg,
Blue Skinny Fit Skinny Fit Stripe Suit: Trousers,,"[{'Date': 'February 2020', 'Price': '£45.00'}, {'Date': 'September 2020', 'Price': '£18.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/706382.jpg,
Mid Blue/Tan Tailored Fit Check Suit: Trousers,,"[{'Date': 'February 2020', 'Price': '£45.00'}, {'Date': 'September 2020', 'Price': '£18.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/762001.jpg,
Grey/Blue Super Skinny Fit Tartan Check Suit: Trousers,,"[{'Date': 'February 2020', 'Price': '£45.00'}, {'Date': 'September 2020', 'Price': '£9.00 - £13.50'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/887354.jpg,
Pink Regular Fit Short Sleeve Hawaiian Floral Shirt,,"[{'Date': 'February 2020', 'Price': '£25.00'}, {'Date': 'September 2020', 'Price': '£8.00 - £12.50'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/366753.jpg,
Pink Slim Fit Stretch Poplin Short Sleeve Shirt,,"[{'Date': 'February 2020', 'Price': '£22.00'}, {'Date': 'September 2020', 'Price': '£5.00 - £8.50'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/903962.jpg,
Light Blue Organic Cotton Leaf Print Polo,,"[{'Date': 'February 2020', 'Price': '£20.00'}, {'Date': 'September 2020', 'Price': '£10.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/272872.jpg,
Mid Grey/Blue Windowpane Check Suit: Jacket,,"[{'Date': 'February 2020', 'Price': '£84.00'}, {'Date': 'September 2020', 'Price': '£32.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/384260.jpg,
Bright Blue Slim Fit Linen Blend Check Suit: Trousers,,"[{'Date': 'February 2020', 'Price': '£50.00'}, {'Date': 'September 2020', 'Price': '£12.00 - £20.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/379427.jpg,
Grey Nova Fides Check Epsom Coat,,"[{'Date': 'July 2019', 'Price': '£120.00'}, {'Date': 'March 2020', 'Price': '£36.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/199137.jpg,
Mid Blue/Tan Tailored Fit Check Suit: Jacket,,"[{'Date': 'February 2020', 'Price': '£84.00'}, {'Date': 'September 2020', 'Price': '£21.00 - £32.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/677264.jpg,
Blue Slim Fit Check Suit: Trousers,,"[{'Date': 'February 2020', 'Price': '£45.00'}, {'Date': 'September 2020', 'Price': '£18.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/873291.jpg,
HUGO Getlin Trousers,,"[{'Date': 'January 2020', 'Price': '£109.00'}, {'Date': 'June 2020', 'Price': '£50.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/267415.jpg,
Blue Stripe Regular Fit Linen Blend Short Sleeve Shirt,,"[{'Date': 'February 2020', 'Price': '£25.00'}, {'Date': 'September 2020', 'Price': '£11.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/909941.jpg,
Navy Textured Boat Shoe,,"[{'Date': 'February 2020', 'Price': '£32.00'}, {'Date': 'September 2020', 'Price': '£15.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/614783.jpg,
Black Tapered Slim Fit Drawstring Jogger Trousers,,"[{'Date': 'February 2020', 'Price': '£25.00'}, {'Date': 'September 2020', 'Price': '£10.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/437873.jpg,
Blue Stretch Jeans,,,https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/113385.jpg,
